Date,BTC_Price,DOW_Price,NASDAQ_Price,GOLD_Price,USD_Price,US_BCI,US_CCI,US2TB,US30TB,ETH,XRP,US_INTR,S&P,BTCCash,LTC,Gsearch
2013-12-10,1023,15973.13,4060.49,1262.4,79.96,100.37,99.17,110.25,131.72,0,0,0.75,1802.62,0,0,13
2013-12-11,921.8,15843.53,4003.81,1258.5,79.89,100.37,99.17,110.23,130.97,0,0,0.75,1782.22,0,0,13
2013-12-12,900.5,15739.43,3998.4,1226,80.21,100.37,99.17,110.19,130.75,0,0,0.75,1775.5,0,0,13
2013-12-13,912.6,15755.36,4000.97,1235.7,80.22,100.37,99.17,110.2,131.12,0,0,0.75,1775.32,0,0,13
2013-12-16,704.8,15884.57,4029.52,1245.5,80.05,100.37,99.17,110.19,130.84,0,0,0.75,1786.54,0,0,13
2013-12-17,731.9,15875.26,4023.68,1231.2,80.21,100.37,99.17,110.2,131.31,0,0,0.75,1781,0,0,13
2013-12-18,551.4,16167.97,4070.06,1236.1,80.25,100.37,99.17,110.23,130.72,0,0,0.75,1810.65,0,0,13
2013-12-19,702,16179.08,4058.14,1195,80.79,100.37,99.17,110.18,130.59,0,0,0.75,1809.6,0,0,13
2013-12-20,599,16221.14,4104.74,1205.1,80.75,100.37,99.17,110.17,130.09,0,0,0.75,1818.32,0,0,13
2013-12-23,640.4,16294.61,4148.9,1198.4,80.62,100.37,99.17,110.19,129.44,0,0,0.75,1827.99,0,0,13
2013-12-24,647.3,16357.55,4155.42,1205.1,80.67,100.37,99.17,110.18,128.69,0,0,0.75,1833.32,0,0,13
2013-12-26,740,16479.88,4167.18,1214.1,80.65,100.37,99.17,110.16,128.5,0,0,0.75,1842.02,0,0,13
2013-12-27,718.9,16478.41,4156.59,1216.1,80.54,100.37,99.17,110.18,128.28,0,0,0.75,1841.4,0,0,13
2013-12-30,737.2,16504.29,4154.2,1203.1,80.12,100.37,99.17,110.22,128.78,0,0,0.75,1841.07,0,0,13
2013-12-31,727.7,16576.66,4176.59,1201.9,80.19,100.37,99.17,110.16,128.31,0,0,0.75,1848.36,0,0,13
2014-01-01,740.3,16576.66,4176.59,1205.4,80.29,100.2,99.34,109.91,128.01,0,0,0.75,1848.36,0,0,8
2014-01-02,775,16441.35,4143.07,1225,80.79,100.2,99.34,109.91,128.62,0,0,0.75,1831.98,0,0,8
2014-01-03,812.1,16469.99,4131.91,1238.4,80.95,100.2,99.34,109.88,128.53,0,0,0.75,1831.37,0,0,8
2014-01-06,934.5,16425.1,4113.68,1237.8,80.81,100.2,99.34,109.9,129.03,0,0,0.75,1826.77,0,0,8
2014-01-07,791,16530.94,4153.18,1229.4,80.98,100.2,99.34,109.91,129.31,0,0,0.75,1837.88,0,0,8
2014-01-08,828.5,16462.74,4165.61,1225.3,81.16,100.2,99.34,109.83,128.78,0,0,0.75,1837.49,0,0,8
2014-01-09,850,16444.76,4156.19,1229.3,81.14,100.2,99.34,109.83,129.34,0,0,0.75,1838.13,0,0,8
2014-01-10,834.7,16437.05,4174.66,1246.7,80.75,100.2,99.34,109.95,130.72,0,0,0.75,1842.37,0,0,8
2014-01-13,818.4,16257.94,4113.3,1250.9,80.61,100.2,99.34,109.99,131.09,0,0,0.75,1819.2,0,0,8
2014-01-14,826.9,16373.86,4183.02,1245.2,80.76,100.2,99.34,109.93,130.66,0,0,0.75,1838.88,0,0,8
2014-01-15,839.7,16481.94,4214.88,1238.1,81.14,100.2,99.34,109.91,130.53,0,0,0.75,1848.38,0,0,8
2014-01-16,824,16417.01,4218.69,1240,81.02,100.2,99.34,109.91,131.09,0,0,0.75,1845.89,0,0,8
2014-01-17,789,16458.56,4197.58,1251.7,81.36,100.2,99.34,109.93,131.31,0,0,0.75,1838.7,0,0,8
2014-01-20,823.4,16458.56,4197.58,1255.1,81.36,100.2,99.34,109.95,131.39,0,0,0.75,1838.7,0,0,8
2014-01-21,810,16414.44,4225.76,1242.3,81.23,100.2,99.34,109.94,131.41,0,0,0.75,1843.8,0,0,8
2014-01-22,807,16373.34,4243,1239,81.31,100.2,99.34,109.88,131.06,0,0,0.75,1844.86,0,0,8
2014-01-23,816.2,16197.35,4218.88,1262.6,80.53,100.2,99.34,109.97,132.31,0,0,0.75,1828.46,0,0,8
2014-01-24,781.9,15879.11,4128.17,1264.5,80.54,100.2,99.34,110,132.84,0,0,0.75,1790.29,0,0,8
2014-01-27,760.3,15837.88,4083.61,1263.6,80.61,100.2,99.34,109.99,132.34,0,0,0.75,1781.56,0,0,8
2014-01-28,795,15928.56,4097.96,1251,80.66,100.2,99.34,110.02,132.62,0,0,0.75,1792.5,0,0,8
2014-01-29,800,15738.79,4051.43,1262.2,80.58,100.2,99.34,110.07,133.5,0,0,0.75,1774.2,0,0,8
2014-01-30,803.9,15848.61,4123.12,1242.2,81.19,100.2,99.34,110.08,133.28,0,0,0.75,1794.19,0,0,8
2014-01-31,800,15698.85,4103.88,1240.1,81.4,100.2,99.34,110.1,133.59,0,0,0.75,1782.59,0,0,8
2014-02-03,810,15372.8,3996.96,1260.4,81.11,100.25,99.41,110.16,134.91,0,0,0.75,1741.89,0,0,9
2014-02-04,813,15445.24,4031.52,1251.7,81.22,100.25,99.41,110.14,134.16,0,0,0.75,1755.2,0,0,9
2014-02-05,791,15440.23,4011.55,1257.3,81.13,100.25,99.41,110.12,133.41,0,0,0.75,1751.64,0,0,9
2014-02-06,771.6,15628.53,4057.12,1257.6,81,100.25,99.41,110.11,133.03,0,0,0.75,1773.43,0,0,9
2014-02-07,720,15794.08,4125.86,1263.3,80.76,100.25,99.41,110.15,133.31,0,0,0.75,1797.02,0,0,9
2014-02-10,706.3,15801.79,4148.17,1274.8,80.73,100.25,99.41,110.14,133.28,0,0,0.75,1799.84,0,0,9
2014-02-11,658.9,15994.77,4191.05,1290.1,80.7,100.25,99.41,110.1,132.84,0,0,0.75,1819.75,0,0,9
2014-02-12,685,15963.94,4201.29,1295.3,80.74,100.25,99.41,110.07,132.25,0,0,0.75,1819.26,0,0,9
2014-02-13,634.3,16027.59,4240.67,1300.4,80.38,100.25,99.41,110.12,133,0,0,0.75,1829.83,0,0,9
2014-02-14,682,16154.39,4244.02,1319,80.18,100.25,99.41,110.12,132.91,0,0,0.75,1838.63,0,0,9
2014-02-17,663.8,16154.39,4244.02,1328.5,80.18,100.25,99.41,110.13,132.89,0,0,0.75,1838.63,0,0,9
2014-02-18,628,16130.4,4272.78,1324.7,80.05,100.25,99.41,110.16,133.31,0,0,0.75,1840.76,0,0,9
2014-02-19,630.4,16040.56,4237.95,1320.6,80.19,100.25,99.41,110.12,132.97,0,0,0.75,1828.75,0,0,9
2014-02-20,578.9,16133.23,4267.55,1317.1,80.32,100.25,99.41,110.12,132.72,0,0,0.75,1839.78,0,0,9
2014-02-21,568,16103.3,4263.41,1323.9,80.27,100.25,99.41,110.13,133.09,0,0,0.75,1836.25,0,0,9
2014-02-24,562.4,16207.14,4292.97,1338.3,80.22,100.25,99.41,110.12,132.84,0,0,0.75,1847.61,0,0,9
2014-02-25,515,16179.66,4287.59,1343,80.17,100.25,99.41,110.13,133.62,0,0,0.75,1845.12,0,0,9
2014-02-26,582,16198.41,4292.06,1328.2,80.46,100.25,99.41,110.16,134.09,0,0,0.75,1845.16,0,0,9
2014-02-27,579,16272.65,4318.93,1331.6,80.31,100.25,99.41,110.18,134.66,0,0,0.75,1854.29,0,0,9
2014-02-28,565,16321.71,4308.12,1321.4,79.72,100.25,99.41,110.17,134.59,0,0,0.75,1859.45,0,0,9
2014-03-03,658,16168.03,4277.3,1350.1,80.09,100.35,99.44,110.2,135.19,0,0,0.75,1845.73,0,0,7
2014-03-04,668,16395.88,4351.97,1337.8,80.18,100.35,99.44,110.16,133.94,0,0,0.75,1873.91,0,0,7
2014-03-05,675,16360.18,4357.97,1340.2,80.12,100.35,99.44,110.16,133.91,0,0,0.75,1873.81,0,0,7
2014-03-06,663,16421.89,4352.12,1351.7,79.67,100.35,99.44,110.12,133.28,0,0,0.75,1877.03,0,0,7
2014-03-07,621,16452.72,4336.22,1338.1,79.72,100.35,99.44,110.06,132.69,0,0,0.75,1878.04,0,0,7
2014-03-10,615,16418.68,4334.45,1341.4,79.77,100.35,99.44,110.07,132.72,0,0,0.75,1877.17,0,0,7
2014-03-11,615,16351.25,4307.19,1346.5,79.73,100.35,99.44,110.07,133,0,0,0.75,1867.63,0,0,7
2014-03-12,650,16340.08,4323.33,1370.3,79.61,100.35,99.44,110.09,133.69,0,0,0.75,1868.2,0,0,7
2014-03-13,642,16108.89,4260.42,1372.2,79.63,100.35,99.44,110.13,134.84,0,0,0.75,1846.34,0,0,7
2014-03-14,630,16065.67,4245.4,1379,79.44,100.35,99.44,110.13,135,0,0,0.75,1841.13,0,0,7
2014-03-17,624.3,16247.22,4279.95,1372.9,79.31,100.35,99.44,110.11,134.31,0,0,0.75,1858.83,0,0,7
2014-03-18,618.4,16336.19,4333.31,1359,79.54,100.35,99.44,110.13,134.5,0,0,0.75,1872.25,0,0,7
2014-03-19,611,16222.17,4307.6,1341.4,80.13,100.35,99.44,110.01,133.5,0,0,0.75,1860.77,0,0,7
2014-03-20,583.5,16331.05,4319.29,1330.5,80.35,100.35,99.44,110,133.56,0,0,0.75,1872.01,0,0,7
2014-03-21,568.8,16302.77,4276.79,1336,80.26,100.35,99.44,110.02,132.66,0,0,0.75,1866.52,0,0,7
2014-03-24,590,16276.69,4226.39,1311.2,80.08,100.35,99.44,109.98,133.09,0,0,0.75,1857.44,0,0,7
2014-03-25,582,16367.88,4234.27,1311.4,80.09,100.35,99.44,110.02,133.06,0,0,0.75,1865.62,0,0,7
2014-03-26,595,16268.99,4173.58,1303.4,80.17,100.35,99.44,110.06,133.59,0,0,0.75,1852.56,0,0,7
2014-03-27,498.5,16264.23,4151.23,1294.7,80.25,100.35,99.44,110.07,134.22,0,0,0.75,1849.04,0,0,7
2014-03-28,497.4,16323.06,4155.76,1293.8,80.33,100.35,99.44,110.07,133.53,0,0,0.75,1857.62,0,0,7
2014-03-31,452,16457.66,4198.99,1283.4,80.25,100.35,99.44,110.11,133.22,0,0,0.75,1872.34,0,0,7
2014-04-01,482.8,16532.61,4268.04,1279.6,80.25,100.44,99.51,109.77,132.62,0,0,0.75,1885.52,0,0,4
2014-04-02,443.3,16573,4276.46,1290.5,80.37,100.44,99.51,109.73,131.97,0,0,0.75,1890.9,0,0,4
2014-04-03,448.8,16572.55,4237.74,1284.4,80.64,100.44,99.51,109.73,132.22,0,0,0.75,1888.77,0,0,4
2014-04-04,450,16412.71,4127.73,1303.2,80.57,100.44,99.51,109.82,132.97,0,0,0.75,1865.09,0,0,4
2014-04-07,454.2,16245.87,4079.75,1298,80.36,100.44,99.51,109.86,133.44,0,0,0.75,1845.04,0,0,4
2014-04-08,448.8,16256.14,4112.99,1308.7,79.83,100.44,99.51,109.87,133.66,0,0,0.75,1851.96,0,0,4
2014-04-09,442.5,16437.18,4183.9,1305.5,79.55,100.44,99.51,109.92,133.44,0,0,0.75,1872.18,0,0,4
2014-04-10,370,16170.22,4054.11,1320.1,79.45,100.44,99.51,109.98,134.44,0,0,0.75,1833.08,0,0,4
2014-04-11,416.3,16026.75,3999.73,1318.7,79.52,100.44,99.51,109.98,134.78,0,0,0.75,1815.69,0,0,4
2014-04-14,459,16173.24,4022.69,1327.2,79.81,100.44,99.51,109.96,134.5,0,0,0.75,1830.61,0,0,4
2014-04-15,515,16262.56,4034.16,1300,79.89,100.44,99.51,109.95,134.81,0,0,0.75,1842.98,0,0,4
2014-04-16,522.3,16424.85,4086.22,1303.1,79.88,100.44,99.51,109.93,134.88,0,0,0.75,1862.31,0,0,4
2014-04-17,500.7,16408.54,4095.52,1293.4,79.9,100.44,99.51,109.88,133.91,0,0,0.75,1864.85,0,0,4
2014-04-21,497,16449.25,4121.55,1288,80.03,100.44,99.51,109.89,133.72,0,0,0.75,1871.89,0,0,4
2014-04-22,488,16514.37,4161.46,1280.6,80,100.44,99.51,109.87,133.94,0,0,0.75,1879.55,0,0,4
2014-04-23,490.2,16501.65,4126.97,1284.2,79.94,100.44,99.51,109.9,134.47,0,0,0.75,1875.39,0,0,4
2014-04-24,497.5,16501.65,4148.34,1290.5,79.88,100.44,99.51,109.89,134.53,0,0,0.75,1878.61,0,0,4
2014-04-25,460,16361.46,4075.56,1300.7,79.82,100.44,99.51,109.91,134.94,0,0,0.75,1863.4,0,0,4
2014-04-28,448,16448.74,4074.4,1298.9,79.76,100.44,99.51,109.91,134.72,0,0,0.75,1869.43,0,0,4
2014-04-29,434,16535.37,4103.54,1296,79.88,100.44,99.51,109.89,134.38,0,0,0.75,1878.33,0,0,4
2014-04-30,448.3,16580.84,4114.56,1295.6,79.53,100.44,99.51,109.94,134.94,0,0,0.75,1883.95,0,0,4
2014-05-01,459,16558.87,4127.45,1283.1,79.58,100.5,99.5,109.95,135.69,0,0,0.75,1883.68,0,0,3
2014-05-02,453.5,16512.89,4123.9,1302.6,79.56,100.5,99.5,109.92,136.19,0,0,0.75,1881.14,0,0,3
2014-05-05,427,16530.55,4138.06,1309,79.53,100.5,99.5,109.93,135.72,0,0,0.75,1884.66,0,0,3
2014-05-06,430,16401.02,4080.76,1308.3,79.13,100.5,99.5,109.92,136.06,0,0,0.75,1867.72,0,0,3
2014-05-07,438,16518.54,4067.67,1288.6,79.24,100.5,99.5,109.98,136,0,0,0.75,1878.21,0,0,3
2014-05-08,442.8,16550.97,4051.5,1287.4,79.4,100.5,99.5,110,136.19,0,0,0.75,1875.63,0,0,3
2014-05-09,446,16583.34,4071.87,1287.3,79.96,100.5,99.5,110.02,135.75,0,0,0.75,1878.48,0,0,3
2014-05-12,440,16695.47,4143.86,1295.6,79.97,100.5,99.5,109.99,135.34,0,0,0.75,1896.65,0,0,3
2014-05-13,437.3,16715.44,4130.16,1294.6,80.21,100.5,99.5,110.02,135.88,0,0,0.75,1897.45,0,0,3
2014-05-14,444,16613.97,4100.63,1305.7,80.14,100.5,99.5,110.06,137.03,0,0,0.75,1888.53,0,0,3
2014-05-15,442,16446.81,4069.29,1293.5,80.06,100.5,99.5,110.08,137.59,0,0,0.75,1870.85,0,0,3
2014-05-16,442.3,16491.31,4090.59,1293.3,80.11,100.5,99.5,110.07,137.44,0,0,0.75,1877.86,0,0,3
2014-05-19,439,16511.86,4125.81,1293.7,80.05,100.5,99.5,110.1,136.97,0,0,0.75,1885.08,0,0,3
2014-05-20,476,16374.31,4096.89,1294.5,80.09,100.5,99.5,110.12,137.25,0,0,0.75,1872.83,0,0,3
2014-05-21,477.6,16533.06,4131.54,1288,80.15,100.5,99.5,110.11,136.69,0,0,0.75,1888.03,0,0,3
2014-05-22,502.3,16543.08,4154.34,1294.9,80.31,100.5,99.5,110.09,136.5,0,0,0.75,1892.49,0,0,3
2014-05-23,509.5,16606.27,4185.81,1291.6,80.45,100.5,99.5,110.11,136.94,0,0,0.75,1900.53,0,0,3
2014-05-25,566.2,16606.27,4185.81,1291.7,80.45,100.5,99.5,110.11,136.94,0,0,0.75,1900.53,0,0,3
2014-05-26,575,16606.27,4185.81,1292.5,80.45,100.5,99.5,109.84,136.11,0,0,0.75,1900.53,0,0,3
2014-05-27,570,16675.5,4237.07,1265.4,80.41,100.5,99.5,110.09,137.38,0,0,0.75,1911.91,0,0,3
2014-05-28,577,16633.18,4225.07,1259.3,80.62,100.5,99.5,110.13,138.66,0,0,0.75,1909.78,0,0,3
2014-05-29,573,16698.74,4247.95,1256.3,80.54,100.5,99.5,110.13,138.44,0,0,0.75,1920.03,0,0,3
2014-05-30,629,16717.17,4242.62,1245.6,80.4,100.5,99.5,110.13,138.25,0,0,0.75,1923.57,0,0,3
2014-06-02,669.5,16743.63,4237.2,1243.7,80.69,100.54,99.47,110.09,137.19,0,0,0.75,1924.97,0,0,3
2014-06-03,682.9,16722.34,4234.08,1244.3,80.59,100.54,99.47,110.09,136.22,0,0,0.75,1924.24,0,0,3
2014-06-04,652.3,16737.53,4251.64,1244,80.71,100.54,99.47,110.07,136.03,0,0,0.75,1927.88,0,0,3
2014-06-05,663.3,16836.11,4296.23,1253,80.4,100.54,99.47,110.1,136.28,0,0,0.75,1940.46,0,0,3
2014-06-06,655,16924.28,4321.4,1252.1,80.43,100.54,99.47,110.07,136.28,0,0,0.75,1949.44,0,0,3
2014-06-09,653.7,16943.1,4336.24,1253.5,80.68,100.54,99.47,110.03,136.12,0,0,0.75,1951.27,0,0,3
2014-06-10,653.6,16945.92,4338,1259.8,80.85,100.54,99.47,110.02,135.84,0,0,0.75,1950.79,0,0,3
2014-06-11,637.1,16843.88,4331.93,1260.8,80.81,100.54,99.47,110.02,135.78,0,0,0.75,1943.89,0,0,3
2014-06-12,590,16734.19,4297.63,1273.6,80.59,100.54,99.47,110.03,136.66,0,0,0.75,1930.11,0,0,3
2014-06-13,582.6,16775.74,4310.65,1273.7,80.66,100.54,99.47,109.98,136.59,0,0,0.75,1936.16,0,0,3
2014-06-16,580,16781.01,4321.1,1274.9,80.47,100.54,99.47,109.95,136.78,0,0,0.75,1937.78,0,0,3
2014-06-17,614.3,16808.49,4337.23,1271.7,80.72,100.54,99.47,109.92,135.91,0,0,0.75,1941.99,0,0,3
2014-06-18,611.5,16906.62,4362.84,1272.4,80.67,100.54,99.47,109.94,136.47,0,0,0.75,1956.98,0,0,3
2014-06-19,602,16921.46,4359.33,1313.7,80.4,100.54,99.47,109.98,136.38,0,0,0.75,1959.48,0,0,3
2014-06-20,601,16947.08,4368.04,1316.2,80.44,100.54,99.47,109.99,135.34,0,0,0.75,1962.87,0,0,3
2014-06-23,599.3,16937.26,4368.68,1318,80.34,100.54,99.47,109.99,135.38,0,0,0.75,1962.61,0,0,3
2014-06-24,587.3,16818.13,4350.35,1320.9,80.39,100.54,99.47,109.98,136.03,0,0,0.75,1949.98,0,0,3
2014-06-25,568.1,16867.51,4379.76,1322.2,80.27,100.54,99.47,110.02,136.5,0,0,0.75,1959.53,0,0,3
2014-06-26,577.9,16846.13,4379.05,1316.1,80.28,100.54,99.47,110.05,137.16,0,0,0.75,1957.22,0,0,3
2014-06-27,606.2,16851.84,4397.93,1319,80.09,100.54,99.47,110.06,136.91,0,0,0.75,1960.96,0,0,3
2014-06-30,640,16826.6,4408.18,1321.8,79.81,100.54,99.47,110.06,137.19,0,0,0.75,1960.23,0,0,3
2014-07-01,650.8,16956.07,4458.65,1326.4,79.84,100.64,99.47,109.77,136.34,0,0,0.75,1973.32,0,0,3
2014-07-02,647.9,16976.24,4457.73,1330.7,79.98,100.64,99.47,109.72,135.25,0,0,0.75,1974.62,0,0,3
2014-07-03,643.6,17068.26,4485.93,1320.4,80.28,100.64,99.47,109.66,135,0,0,0.75,1985.44,0,0,3
2014-07-04,632.2,17068.26,4485.93,1321.3,80.28,100.64,99.47,109.63,135.18,0,0,0.75,1985.44,0,0,3
2014-07-07,624,17024.21,4451.53,1316.5,80.27,100.64,99.47,109.65,135.69,0,0,0.75,1977.65,0,0,3
2014-07-08,618.5,16906.62,4391.46,1316,80.22,100.64,99.47,109.66,136.59,0,0,0.75,1963.71,0,0,3
2014-07-09,620.2,16985.61,4419.03,1323.8,80.04,100.64,99.47,109.68,136.97,0,0,0.75,1972.83,0,0,3
2014-07-10,610,16915.07,4396.2,1338.7,80.17,100.64,99.47,109.77,137.09,0,0,0.75,1964.68,0,0,3
2014-07-11,625.5,16943.81,4415.49,1337,80.23,100.64,99.47,109.79,137.38,0,0,0.75,1967.57,0,0,3
2014-07-14,622.4,17055.42,4440.42,1306.3,80.23,100.64,99.47,109.76,136.91,0,0,0.75,1977.1,0,0,3
2014-07-15,620.9,17060.68,4416.39,1296.9,80.45,100.64,99.47,109.72,136.94,0,0,0.75,1973.28,0,0,3
2014-07-16,621,17138.2,4425.97,1299.6,80.62,100.64,99.47,109.69,137.16,0,0,0.75,1981.57,0,0,3
2014-07-17,627.6,16976.81,4363.45,1316.7,80.57,100.64,99.47,109.73,138.12,0,0,0.75,1958.12,0,0,3
2014-07-18,627.5,17100.18,4432.15,1309.2,80.59,100.64,99.47,109.73,138.06,0,0,0.75,1978.22,0,0,3
2014-07-21,619.8,17051.73,4424.7,1313.7,80.63,100.64,99.47,109.69,138.44,0,0,0.75,1973.63,0,0,3
2014-07-22,612.6,17113.54,4456.02,1306.1,80.86,100.64,99.47,109.72,138.56,0,0,0.75,1983.53,0,0,3
2014-07-23,617.2,17086.63,4473.7,1304.5,80.92,100.64,99.47,109.74,138.56,0,0,0.75,1987.01,0,0,3
2014-07-24,600.3,17083.8,4472.11,1290.6,80.96,100.64,99.47,109.7,137.88,0,0,0.75,1987.98,0,0,3
2014-07-25,598,16960.57,4449.56,1303.1,81.12,100.64,99.47,109.71,138.66,0,0,0.75,1978.34,0,0,3
2014-07-28,586.4,16982.59,4444.91,1303.3,81.12,100.64,99.47,109.7,138.28,0,0,0.75,1978.91,0,0,3
2014-07-29,575,16912.11,4442.7,1298.3,81.31,100.64,99.47,109.71,138.94,0,0,0.75,1969.95,0,0,3
2014-07-30,551,16880.36,4462.9,1294.9,81.52,100.64,99.47,109.66,137.5,0,0,0.75,1970.07,0,0,3
2014-07-31,579,16563.3,4369.77,1281.3,81.52,100.64,99.47,109.71,137.41,0,0,0.75,1930.67,0,0,3
2014-08-01,594.9,16493.37,4352.64,1293.6,81.38,100.77,99.56,109.84,137.94,0,0,0.75,1925.15,0,0,3
2014-08-04,581.1,16569.28,4383.89,1287.7,81.41,100.77,99.56,109.84,138.09,0,0,0.75,1938.99,0,0,3
2014-08-05,575,16429.47,4352.84,1284,81.61,100.77,99.56,109.83,138.38,0,0,0.75,1920.21,0,0,3
2014-08-06,577.5,16443.34,4355.05,1306.7,81.51,100.77,99.56,109.84,138.5,0,0,0.75,1920.24,0,0,3
2014-08-07,582.3,16368.27,4334.97,1310.8,81.61,100.77,99.56,109.88,139.25,0,0,0.75,1909.57,0,0,3
2014-08-08,586.4,16553.93,4370.9,1308.9,81.45,100.77,99.56,109.88,139.41,0,0,0.75,1931.59,0,0,3
2014-08-11,572.5,16569.98,4401.33,1308.5,81.53,100.77,99.56,109.87,139.41,0,0,0.75,1936.92,0,0,3
2014-08-12,566,16560.54,4389.25,1308.8,81.56,100.77,99.56,109.88,138.97,0,0,0.75,1933.75,0,0,3
2014-08-13,549,16651.8,4434.12,1312.8,81.66,100.77,99.56,109.91,139.47,0,0,0.75,1946.72,0,0,3
2014-08-14,510,16713.58,4453,1313.9,81.65,100.77,99.56,109.91,140.06,0,0,0.75,1955.18,0,0,3
2014-08-15,506.2,16662.91,4464.93,1304.5,81.47,100.77,99.56,109.93,141.03,0,0,0.75,1955.06,0,0,3
2014-08-18,478.2,16838.74,4508.31,1297.7,81.63,100.77,99.56,109.92,140.16,0,0,0.75,1971.74,0,0,3
2014-08-19,490.3,16919.59,4527.51,1295.1,81.94,100.77,99.56,109.91,139.78,0,0,0.75,1981.6,0,0,3
2014-08-20,517,16979.13,4526.48,1293.4,82.28,100.77,99.56,109.82,139.69,0,0,0.75,1986.51,0,0,3
2014-08-21,515.9,17039.49,4532.1,1273.7,82.21,100.77,99.56,109.83,140.06,0,0,0.75,1992.37,0,0,3
2014-08-22,515.6,17001.22,4538.55,1278.6,82.38,100.77,99.56,109.8,140.44,0,0,0.75,1988.4,0,0,3
2014-08-25,502.5,17076.87,4557.35,1277.3,82.59,100.77,99.56,109.77,140.72,0,0,0.75,1997.92,0,0,3
2014-08-26,508.4,17106.7,4570.64,1283.8,82.68,100.77,99.56,109.8,140.53,0,0,0.75,2000.02,0,0,3
2014-08-27,511,17122.01,4569.62,1281.9,82.45,100.77,99.56,109.83,141.16,0,0,0.75,2000.12,0,0,3
2014-08-28,507.8,17079.57,4557.69,1288.7,82.52,100.77,99.56,109.85,141.72,0,0,0.75,1996.74,0,0,3
2014-08-29,507.5,17098.45,4580.27,1285.8,82.78,100.77,99.56,109.88,141.53,0,0,0.75,2003.37,0,0,3
2014-08-31,483.4,17098.45,4580.27,1287.7,82.78,100.77,99.56,109.88,141.53,0,0,0.75,2003.37,0,0,3
2014-09-01,485.8,17098.45,4580.27,1287.4,82.78,100.78,99.77,109.52,139.86,0,0,0.75,2003.37,0,0,3
2014-09-02,476.8,17067.56,4598.19,1263.7,83.01,100.78,99.77,109.82,140.12,0,0,0.75,2002.28,0,0,3
2014-09-03,474,17078.28,4572.56,1268.9,82.89,100.78,99.77,109.84,140.38,0,0,0.75,2000.72,0,0,3
2014-09-04,489.2,17069.58,4562.29,1265.1,83.83,100.78,99.77,109.81,139.62,0,0,0.75,1997.65,0,0,3
2014-09-05,477.6,17137.36,4582.9,1265.8,83.76,100.78,99.77,109.87,139.38,0,0,0.75,2007.71,0,0,3
2014-09-08,470.4,17111.42,4592.28,1252.7,84.24,100.78,99.77,109.83,139.41,0,0,0.75,2001.54,0,0,3
2014-09-09,472.7,17013.87,4552.28,1246.8,84.28,100.78,99.77,109.78,139.16,0,0,0.75,1988.44,0,0,3
2014-09-10,477.3,17068.71,4586.52,1243.5,84.29,100.78,99.77,109.77,138.62,0,0,0.75,1995.69,0,0,3
2014-09-11,477.1,17049,4591.81,1237.4,84.3,100.78,99.77,109.79,138.72,0,0,0.75,1997.45,0,0,3
2014-09-12,471.8,16987.51,4567.6,1229.9,84.24,100.78,99.77,109.8,137.28,0,0,0.75,1985.54,0,0,3
2014-09-15,469.9,17031.14,4518.9,1233.6,84.25,100.78,99.77,109.83,137.56,0,0,0.75,1984.13,0,0,3
2014-09-16,465.1,17131.97,4552.76,1235.2,84.23,100.78,99.77,109.86,137.47,0,0,0.75,1998.98,0,0,3
2014-09-17,456.8,17156.85,4562.19,1234.4,84.49,100.78,99.77,109.82,137.38,0,0,0.75,2001.57,0,0,3
2014-09-18,427.2,17265.99,4593.43,1225.7,84.43,100.78,99.77,109.8,137.16,0,0,0.75,2011.36,0,0,3
2014-09-19,395.3,17279.74,4579.79,1215.3,84.86,100.78,99.77,109.81,137.91,0,0,0.75,2010.4,0,0,3
2014-09-22,397.7,17172.68,4527.69,1216.8,84.86,100.78,99.77,109.86,136.75,0,0,0.75,1994.29,0,0,3
2014-09-23,429.1,17055.87,4508.69,1221,84.78,100.78,99.77,109.89,137.41,0,0,0.75,1982.77,0,0,3
2014-09-24,420.4,17210.06,4555.22,1218.6,85.16,100.78,99.77,109.86,136.84,0,0,0.75,1998.3,0,0,3
2014-09-25,409.1,16945.8,4466.75,1221.2,85.3,100.78,99.77,109.91,137.81,0,0,0.75,1965.99,0,0,3
2014-09-26,403,17113.15,4512.19,1214.1,85.77,100.78,99.77,109.88,137.62,0,0,0.75,1982.85,0,0,3
2014-09-29,369.6,17071.22,4505.85,1217.5,85.72,100.78,99.77,109.88,138.31,0,0,0.75,1977.8,0,0,3
2014-09-30,387.1,17042.9,4493.39,1210.5,86.05,100.78,99.77,109.9,137.91,0,0,0.75,1972.29,0,0,3
2014-10-01,383,16804.71,4422.09,1214.6,86.08,100.8,100.05,109.55,139.62,0,0,0.75,1946.16,0,0,3
2014-10-02,371.7,16801.05,4430.19,1214.2,85.69,100.8,100.05,109.54,139,0,0,0.75,1946.17,0,0,3
2014-10-03,357.7,17009.69,4475.62,1192.2,86.82,100.8,100.05,109.48,139.22,0,0,0.75,1967.9,0,0,3
2014-10-06,323.8,16991.91,4454.8,1206.7,86.04,100.8,100.05,109.55,139.38,0,0,0.75,1964.82,0,0,3
2014-10-07,331,16719.39,4385.2,1211.7,85.78,100.8,100.05,109.6,140.59,0,0,0.75,1935.1,0,0,3
2014-10-08,350,16994.22,4468.59,1205.3,85.41,100.8,100.05,109.72,140.66,0,0,0.75,1968.89,0,0,3
