Date,BTC_Price,DOW_Price,NASDAQ_Price,GOLD_Price,USD_Price,US_BCI,US_CCI,US2TB,US30TB,ETH,XRP,US_INTR,S&P,BTCCash,LTC,Gsearch
2014-10-09,363.5,16659.25,4378.34,1224.6,85.66,100.8,100.05,109.73,140.81,0,0,0.75,1928.21,0,0,3
2014-10-10,359.5,16544.1,4276.24,1221,86.03,100.8,100.05,109.77,141.28,0,0,0.75,1906.13,0,0,3
2014-10-13,383.4,16321.07,4213.66,1229.3,85.73,100.8,100.05,109.84,142.03,0,0,0.75,1874.74,0,0,3
2014-10-14,397.9,16315.19,4227.17,1233.6,85.94,100.8,100.05,109.91,142.69,0,0,0.75,1877.7,0,0,3
2014-10-15,393.5,16141.74,4215.32,1244.1,85.24,100.8,100.05,110.06,144.38,0,0,0.75,1862.49,0,0,3
2014-10-16,379.3,16117.24,4217.39,1240.5,85.04,100.8,100.05,109.98,143.41,0,0,0.75,1862.76,0,0,3
2014-10-17,380.3,16380.41,4258.44,1238.3,85.21,100.8,100.05,109.91,142.91,0,0,0.75,1886.76,0,0,3
2014-10-20,381,16399.67,4316.07,1244,85.04,100.8,100.05,109.97,143.09,0,0,0.75,1904.01,0,0,3
2014-10-21,382.8,16614.81,4419.48,1251,85.4,100.8,100.05,109.96,142.69,0,0,0.75,1941.28,0,0,3
2014-10-22,380,16461.32,4382.85,1244.8,85.85,100.8,100.05,109.93,142.41,0,0,0.75,1927.11,0,0,3
2014-10-23,356,16677.9,4452.79,1228.5,85.95,100.8,100.05,109.89,141.72,0,0,0.75,1950.82,0,0,3
2014-10-24,356.1,16805.41,4483.72,1231.2,85.82,100.8,100.05,109.91,141.72,0,0,0.75,1964.58,0,0,3
2014-10-27,350.6,16817.94,4485.93,1229.1,85.56,100.8,100.05,109.94,141.97,0,0,0.75,1961.63,0,0,3
2014-10-28,353.1,17005.75,4564.29,1229.2,85.47,100.8,100.05,109.93,141.53,0,0,0.75,1985.05,0,0,3
2014-10-29,333.2,16974.31,4549.23,1224.3,86.04,100.8,100.05,109.8,141.38,0,0,0.75,1982.3,0,0,3
2014-10-30,343.9,17195.42,4566.14,1198.1,86.23,100.8,100.05,109.81,141.56,0,0,0.75,1994.65,0,0,3
2014-10-31,337,17390.52,4630.74,1171.1,87.02,100.8,100.05,109.78,141.09,0,0,0.75,2018.05,0,0,3
2014-11-03,323.6,17366.24,4638.91,1169.4,87.41,100.71,100.41,109.75,141.06,0,0,0.75,2017.81,0,0,3
2014-11-04,326.9,17383.84,4623.64,1167.4,87.09,100.71,100.41,109.75,141.25,0,0,0.75,2012.1,0,0,3
2014-11-05,337.5,17484.53,4620.72,1145.4,87.57,100.71,100.41,109.73,141.09,0,0,0.75,2023.57,0,0,3
2014-11-06,348.5,17554.47,4638.47,1142.3,88.13,100.71,100.41,109.7,140.66,0,0,0.75,2031.21,0,0,3
2014-11-07,341.5,17573.93,4632.53,1169.6,87.73,100.71,100.41,109.78,141.66,0,0,0.75,2031.92,0,0,3
2014-11-10,368,17613.74,4651.62,1159.6,87.91,100.71,100.41,109.71,140.97,0,0,0.75,2038.26,0,0,3
2014-11-11,367,17614.9,4660.56,1162.8,87.72,100.71,100.41,109.69,140.72,0,0,0.75,2039.68,0,0,3
2014-11-12,417.9,17612.2,4675.14,1158.9,87.91,100.71,100.41,109.71,141.12,0,0,0.75,2038.25,0,0,3
2014-11-13,419.4,17652.79,4680.14,1161.1,87.75,100.71,100.41,109.76,141.25,0,0,0.75,2039.33,0,0,3
2014-11-14,399.1,17634.74,4688.54,1185,87.59,100.71,100.41,109.78,141.69,0,0,0.75,2039.82,0,0,3
2014-11-17,387.6,17647.75,4671,1183,88.01,100.71,100.41,109.79,141.38,0,0,0.75,2041.32,0,0,3
2014-11-18,370,17687.82,4702.44,1196.7,87.64,100.71,100.41,109.8,141.69,0,0,0.75,2051.8,0,0,3
2014-11-19,379.2,17685.73,4675.71,1193.6,87.71,100.71,100.41,109.77,141.22,0,0,0.75,2048.72,0,0,3
2014-11-20,355.9,17719,4701.87,1190.7,87.67,100.71,100.41,109.81,141.56,0,0,0.75,2052.75,0,0,3
2014-11-21,349.3,17810.06,4712.97,1197.5,88.41,100.71,100.41,109.83,142,0,0,0.75,2063.5,0,0,3
2014-11-24,373.2,17817.9,4754.89,1195.5,88.21,100.71,100.41,109.84,142.06,0,0,0.75,2069.41,0,0,3
2014-11-25,375.8,17814.94,4758.25,1197.1,87.96,100.71,100.41,109.89,142.97,0,0,0.75,2067.03,0,0,3
2014-11-26,367.9,17827.75,4787.32,1196.6,87.65,100.71,100.41,109.91,143.44,0,0,0.75,2072.83,0,0,3
2014-11-27,369.6,17827.75,4787.32,1188.8,87.65,100.71,100.41,109.55,142.36,0,0,0.75,2072.83,0,0,3
2014-11-28,375.6,17828.24,4791.63,1175.2,88.41,100.71,100.41,109.96,144.06,0,0,0.75,2067.56,0,0,3
2014-12-01,377.6,17776.8,4727.35,1218,87.98,100.46,100.8,109.96,143.53,0,0,0.75,2053.44,0,0,3
2014-12-02,382,17879.55,4755.81,1199.2,88.7,100.46,100.8,109.9,142.53,0,0,0.75,2066.55,0,0,3
2014-12-03,375.7,17912.62,4774.47,1208.5,88.99,100.46,100.8,109.85,142.72,0,0,0.75,2074.33,0,0,3
2014-12-04,370.3,17900.1,4769.44,1207.5,88.73,100.46,100.8,109.88,143.28,0,0,0.75,2071.92,0,0,3
2014-12-05,378.4,17958.79,4780.76,1190.1,89.36,100.46,100.8,109.69,142.97,0,0,0.75,2075.37,0,0,3
2014-12-08,363.3,17852.48,4740.69,1194.7,89.05,100.46,100.8,109.7,144,0,0,0.75,2060.31,0,0,3
2014-12-09,353.9,17801.2,4766.47,1231.5,88.69,100.46,100.8,109.72,144.59,0,0,0.75,2059.82,0,0,3
2014-12-10,346.9,17533.15,4684.02,1228.9,88.29,100.46,100.8,109.81,145.38,0,0,0.75,2026.14,0,0,3
2014-12-11,350,17596.34,4708.16,1225.1,88.68,100.46,100.8,109.75,145.53,0,0,0.75,2035.33,0,0,3
2014-12-12,352.8,17280.83,4653.6,1222,88.34,100.46,100.8,109.87,146.62,0,0,0.75,2002.33,0,0,3
2014-12-15,347.2,17180.84,4605.16,1207.2,88.57,100.46,100.8,109.79,146.53,0,0,0.75,1989.63,0,0,3
2014-12-16,330.6,17068.87,4547.83,1193.9,88.3,100.46,100.8,109.84,147.22,0,0,0.75,1972.74,0,0,3
2014-12-17,318.2,17356.87,4644.31,1194.3,89.33,100.46,100.8,109.75,146.16,0,0,0.75,2012.89,0,0,3
2014-12-18,308.3,17778.15,4748.4,1194.7,89.48,100.46,100.8,109.72,145.19,0,0,0.75,2061.23,0,0,3
2014-12-19,315.7,17804.8,4765.38,1195.9,89.84,100.46,100.8,109.69,145.78,0,0,0.75,2070.65,0,0,3
2014-12-22,329,17959.44,4781.42,1179.7,89.95,100.46,100.8,109.66,144.59,0,0,0.75,2078.54,0,0,3
2014-12-23,332.9,18024.17,4765.42,1177.9,90.33,100.46,100.8,109.6,142.88,0,0,0.75,2082.17,0,0,3
2014-12-24,322.8,18030.21,4773.47,1173.5,90.22,100.46,100.8,109.59,143.16,0,0,0.75,2081.88,0,0,3
2014-12-25,319,18030.21,4773.47,1177,90.22,100.46,100.8,109.19,143.3,0,0,0.75,2081.88,0,0,3
2014-12-26,328.5,18053.71,4806.86,1195.3,90.31,100.46,100.8,109.18,143.38,0,0,0.75,2088.77,0,0,3
2014-12-29,311.9,18038.23,4806.91,1181.7,90.5,100.46,100.8,109.63,144,0,0,0.75,2090.57,0,0,3
2014-12-30,308.8,17983.07,4777.44,1200.2,90.28,100.46,100.8,109.66,144.28,0,0,0.75,2080.35,0,0,3
2014-12-31,317,17823.07,4736.05,1183.9,90.65,100.46,100.8,109.67,144.56,0,0,0.75,2058.9,0,0,3
2015-01-01,313.9,17823.07,4736.05,1186.8,90.65,100.2,101.06,109.28,144.32,0,0,0.75,2058.9,0,0,3
2015-01-02,315.1,17832.99,4726.81,1186,91.38,100.2,101.06,109.32,145.5,0,0,0.75,2058.2,0,0,3
2015-01-05,273.2,17501.65,4652.57,1203.9,91.62,100.2,101.06,109.34,146.97,0,0,0.75,2020.58,0,0,3
2015-01-06,285.4,17371.64,4592.74,1219.3,91.74,100.2,101.06,109.41,148.16,0,0,0.75,2002.61,0,0,3
2015-01-07,297,17584.52,4650.47,1210.6,92.11,100.2,101.06,109.45,148.19,0,0,0.75,2025.9,0,0,3
2015-01-08,285.6,17907.87,4736.19,1208.4,92.6,100.2,101.06,109.47,146.91,0,0,0.75,2062.14,0,0,3
2015-01-09,292.8,17737.37,4704.07,1216,92.15,100.2,101.06,109.54,147.53,0,0,0.75,2044.81,0,0,3
2015-01-12,267.6,17640.84,4664.71,1232.7,92.18,100.2,101.06,109.59,148.44,0,0,0.75,2028.26,0,0,3
2015-01-13,229.8,17613.68,4661.5,1234.3,92.5,100.2,101.06,109.65,148.62,0,0,0.75,2023.03,0,0,3
2015-01-14,183.2,17427.09,4639.32,1234.4,92.34,100.2,101.06,109.74,149.41,0,0,0.75,2011.27,0,0,3
2015-01-15,217.7,17320.71,4570.82,1264.7,92.61,100.2,101.06,109.84,150.09,0,0,0.75,1992.67,0,0,3
2015-01-16,206.7,17511.57,4634.38,1276.9,92.89,100.2,101.06,109.77,149.53,0,0,0.75,2019.42,0,0,3
2015-01-18,209.9,17511.57,4634.38,1279,92.89,100.2,101.06,109.78,149.32,0,0,0.75,2019.42,0,0,3
2015-01-19,213.2,17511.57,4634.38,1275.9,92.89,100.2,101.06,109.81,149.76,0,0,0.75,2019.42,0,0,3
2015-01-20,218,17515.23,4654.85,1294.2,93.35,100.2,101.06,109.75,149.84,0,0,0.75,2022.55,0,0,3
2015-01-21,225.5,17554.28,4667.42,1293.7,93.14,100.2,101.06,109.73,149.09,0,0,0.75,2032.12,0,0,3
2015-01-22,226.3,17813.98,4750.4,1300.7,94.36,100.2,101.06,109.68,148.5,0,0,0.75,2063.15,0,0,3
2015-01-23,235,17672.6,4757.88,1292.6,95.05,100.2,101.06,109.74,149.84,0,0,0.75,2051.82,0,0,3
2015-01-26,274.5,17678.7,4771.76,1279.4,95.11,100.2,101.06,109.69,149.59,0,0,0.75,2057.09,0,0,3
2015-01-27,263.6,17387.21,4681.5,1291.7,94.25,100.2,101.06,109.72,149.53,0,0,0.75,2029.55,0,0,3
2015-01-28,236.1,17191.37,4637.99,1285.9,94.73,100.2,101.06,109.8,151.19,0,0,0.75,2002.16,0,0,3
2015-01-29,235,17416.85,4683.41,1254.6,95.01,100.2,101.06,109.77,150.41,0,0,0.75,2021.25,0,0,3
2015-01-30,229.1,17164.95,4635.24,1278.5,95,100.2,101.06,109.88,151.28,0,0,0.75,1994.99,0,0,3
2015-02-02,237.8,17361.04,4676.69,1276.2,94.73,100,101.07,109.89,150.84,0,0.01,0.75,2020.85,0,0,3
2015-02-03,228.6,17666.4,4727.74,1259.7,93.72,100,101.07,109.82,149.28,0,0.01,0.75,2050.03,0,0,3
2015-02-04,227.1,17673.02,4716.7,1263.8,94.17,100,101.07,109.8,149.44,0,0.01,0.75,2041.51,0,0,3
2015-02-05,216.8,17884.88,4765.1,1262,93.73,100,101.07,109.78,148.88,0,0.01,0.75,2062.52,0,0,3
2015-02-06,223.2,17824.29,4744.4,1233.9,94.85,100,101.07,109.52,147.66,0,0.02,0.75,2055.47,0,0,3
2015-02-09,221.1,17729.21,4726.01,1240.8,94.58,100,101.07,109.53,147.59,0,0.01,0.75,2046.74,0,0,3
2015-02-10,220.9,17868.76,4787.65,1231.6,94.85,100,101.07,109.51,146.88,0,0.01,0.75,2068.59,0,0,3
2015-02-11,219.8,17862.14,4801.18,1219,95.09,100,101.07,109.52,146.91,0,0.01,0.75,2068.53,0,0,3
2015-02-12,222.4,17972.38,4857.61,1220.1,94.2,100,101.07,109.56,146.81,0,0.01,0.75,2088.48,0,0,3
2015-02-13,236.1,18019.35,4893.84,1226.5,94.28,100,101.07,109.55,145.91,0,0.01,0.75,2096.99,0,0,3
2015-02-15,235.9,18019.35,4893.84,1228.8,94.28,100,101.07,109.54,145.07,0,0.01,0.75,2096.99,0,0,3
2015-02-16,233.6,18019.35,4893.84,1231.7,94.28,100,101.07,109.59,145.74,0,0.01,0.75,2096.99,0,0,3
2015-02-17,244,18047.58,4899.27,1208.1,94.15,100,101.07,109.49,144.09,0,0.01,0.75,2100.34,0,0,3
2015-02-18,236.3,18029.85,4906.36,1199.7,94.26,100,101.07,109.64,144.81,0,0.01,0.75,2099.68,0,0,3
2015-02-19,240.2,17985.77,4924.7,1207.1,94.49,100,101.07,109.59,144.31,0,0.01,0.75,2097.45,0,0,3
2015-02-20,244.5,18140.44,4955.97,1204.4,94.34,100,101.07,109.55,144.03,0,0.03,0.75,2110.3,0,0,3
2015-02-23,239.4,18116.84,4960.97,1200.3,94.66,100,101.07,109.63,145.34,0,0.03,0.75,2109.66,0,0,3
2015-02-24,239.7,18209.19,4968.12,1196.9,94.56,100,101.07,109.74,146.16,0,0.03,0.75,2115.48,0,0,3
2015-02-25,238,18224.57,4967.14,1201,94.23,100,101.07,109.73,146.88,0,0.03,0.75,2113.86,0,0,3
2015-02-26,236.9,18214.42,4987.89,1209.6,95.34,100,101.07,109.66,146.81,0,0,0.75,2110.74,0,0,3
2015-02-27,255,18132.7,4963.53,1212.6,95.32,100,101.07,109.7,147.03,0,0,0.75,2104.5,0,0,3
2015-03-02,277.3,18288.63,5008.1,1207.7,95.48,99.86,100.97,109.62,145.81,0,0.03,0.75,2117.39,0,0,3
2015-03-03,283.8,18203.37,4979.9,1204,95.41,99.86,100.97,109.59,145.16,0,0,0.75,2107.78,0,0,3
2015-03-04,273.3,18096.9,4967.14,1200.6,95.99,99.86,100.97,109.62,145.34,0,0.01,0.75,2098.53,0,0,3
2015-03-05,277.7,18135.72,4982.81,1195.9,96.39,99.86,100.97,109.66,145.47,0,0.01,0.75,2101.04,0,0,3
2015-03-06,273.2,17856.78,4927.37,1164.1,97.6,99.86,100.97,109.49,143.38,0,0.01,0.75,2071.26,0,0,3
2015-03-09,291,17995.72,4942.44,1166.4,97.58,99.86,100.97,109.57,144.19,0,0.01,0.75,2079.43,0,0,3
2015-03-10,292.7,17662.94,4859.8,1160.1,98.61,99.86,100.97,109.61,145.25,0,0.01,0.75,2044.16,0,0,3
2015-03-11,296.7,17635.39,4849.94,1150.7,99.78,99.86,100.97,109.6,145.72,0,0.01,0.75,2040.24,0,0,3
2015-03-12,295.6,17895.22,4893.29,1152.1,99.41,99.86,100.97,109.66,145.69,0,0.01,0.75,2065.95,0,0,3
2015-03-13,283.3,17749.31,4871.76,1152.6,100.31,99.86,100.97,109.68,145.69,0,0.01,0.75,2053.4,0,0,3
2015-03-16,291.2,17977.42,4929.51,1153.3,99.48,99.86,100.97,109.66,145.84,0,0.01,0.75,2081.19,0,0,3
2015-03-17,285.3,17849.08,4937.44,1148.3,99.95,99.86,100.97,109.63,146.66,0,0,0.75,2074.28,0,0,3
2015-03-18,257.3,18076.19,4982.83,1151.4,98.78,99.86,100.97,109.84,148.16,0,0,0.75,2099.5,0,0,3
2015-03-19,261.9,17959.03,4992.38,1169.1,99.58,99.86,100.97,109.73,147.97,0,0,0.75,2089.27,0,0,3
2015-03-20,262.2,18127.65,5026.42,1184.8,98.17,99.86,100.97,109.78,148.59,0,0,0.75,2108.1,0,0,3
2015-03-23,267.2,18116.04,5010.97,1188,97.3,99.86,100.97,109.8,164.03,0,0,0.75,2104.42,0,0,3
2015-03-24,246,18011.14,4994.73,1191.7,97.45,99.86,100.97,109.84,165.25,0,0,0.75,2091.5,0,0,3
2015-03-25,245.9,17718.54,4876.52,1197.3,97.2,99.86,100.97,109.84,164.53,0,0,0.75,2061.05,0,0,3
2015-03-26,249.2,17678.23,4863.36,1205.1,97.68,99.86,100.97,109.8,162.41,0,0,0.75,2056.15,0,0,3
2015-03-27,246.5,17712.66,4891.22,1199.8,97.52,99.86,100.97,109.87,164.41,0,0,0.75,2061.02,0,0,3
2015-03-30,247.9,17976.31,4947.44,1184.8,98.28,99.86,100.97,109.84,163.47,0,0.01,0.75,2086.24,0,0,3
2015-03-31,244.3,17776.12,4900.88,1183.1,98.66,99.86,100.97,109.91,163.88,0,0,0.75,2067.89,0,0,3
2015-04-01,246.9,17698.18,4880.23,1208.1,98.47,99.82,100.91,109.62,165.81,0,0.01,0.75,2059.69,0,0,3
2015-04-02,253.2,17763.24,4886.94,1200.9,97.67,99.82,100.91,109.61,164.56,0,0.01,0.75,2066.96,0,0,3
2015-04-03,254.2,17763.24,4886.94,1200.9,96.8,99.82,100.91,109.74,165.75,0,0.01,0.75,2066.96,0,0,3
2015-04-06,255.6,17880.85,4917.32,1218.6,96.96,99.82,100.91,109.7,163.75,0,0.01,0.75,2080.62,0,0,3
2015-04-07,253.7,17875.42,4910.23,1210.6,98.06,99.82,100.91,109.66,164.62,0,0.01,0.75,2076.33,0,0,3
2015-04-08,244.9,17902.51,4950.82,1203.1,98.13,99.82,100.91,109.65,164.94,0,0.01,0.75,2081.9,0,0,3
2015-04-09,243.6,17958.73,4974.56,1193.6,99.39,99.82,100.91,109.61,163.25,0,0.01,0.75,2091.18,0,0,3
2015-04-10,236.1,18057.65,4995.98,1204.6,99.6,99.82,100.91,109.58,163.5,0,0.01,0.75,2102.06,0,0,3
2015-04-13,225,17977.04,4988.25,1199.3,99.77,99.82,100.91,109.62,163.47,0,0.01,0.75,2092.43,0,0,3
2015-04-14,220.2,18036.7,4977.29,1192.8,98.94,99.82,100.91,109.67,164.38,0,0.01,0.75,2095.84,0,0,3
2015-04-15,224,18112.61,5011.02,1201.5,98.53,99.82,100.91,109.71,164.09,0,0.01,0.75,2106.63,0,0,3
2015-04-16,228.5,18105.77,5007.79,1198,97.61,99.82,100.91,109.76,164.12,0,0.01,0.75,2104.99,0,0,3
2015-04-17,222.4,17826.3,4931.81,1202.9,97.71,99.82,100.91,109.72,165.47,0,0.01,0.75,2081.18,0,0,3
2015-04-20,224.2,18034.93,4994.6,1193.5,98.16,99.82,100.91,109.66,163.78,0,0,0.75,2100.4,0,0,3
2015-04-21,235.8,17949.59,5014.1,1202.9,98.2,99.82,100.91,109.67,163.38,0,0,0.75,2097.29,0,0,3
2015-04-22,234.1,18038.27,5035.17,1186.9,98.14,99.82,100.91,109.63,161.47,0,0,0.75,2107.96,0,0,3
2015-04-23,236,18058.69,5056.06,1194.4,97.45,99.82,100.91,109.66,162.03,0,0,0.75,2112.93,0,0,3
2015-04-24,231.4,18080.14,5092.09,1175.2,97.1,99.82,100.91,109.73,162.56,0,0,0.75,2117.69,0,0,3
2015-04-27,227.7,18037.97,5060.25,1203.3,96.94,99.82,100.91,109.71,162.84,0,0,0.75,2108.92,0,0,3
2015-04-28,225.3,18110.14,5055.42,1214,96.19,99.82,100.91,109.69,161.47,0,0.01,0.75,2114.76,0,0,3
2015-04-29,225.2,18035.53,5023.64,1209.8,95.32,99.82,100.91,109.67,159.88,0,0.01,0.75,2106.85,0,0,3
2015-04-30,236.1,17840.52,4941.42,1182.4,94.71,99.82,100.91,109.63,159.59,0,0.01,0.75,2085.51,0,0,3
2015-05-01,231.8,18024.06,5005.39,1174.5,95.44,99.88,100.83,109.59,157.62,0,0.01,0.75,2108.29,0,0,3
2015-05-04,238.5,18070.4,5016.93,1186.8,95.64,99.88,100.83,109.6,156.78,0,0,0.75,2114.49,0,0,3
2015-05-05,235.9,17928.2,4939.33,1193.2,95.2,99.88,100.83,109.55,156.06,0,0.01,0.75,2089.46,0,0,3
2015-05-06,229.3,17841.98,4919.64,1190.3,94.17,99.88,100.83,109.52,154.31,0,0.01,0.75,2080.15,0,0,3
2015-05-07,237.3,17924.06,4945.54,1182.4,94.75,99.88,100.83,109.53,155.97,0,0.01,0.75,2088,0,0,3
2015-05-08,244.5,18191.11,5003.55,1189.1,94.9,99.88,100.83,109.66,156.22,0,0.01,0.75,2116.1,0,0,3
2015-05-11,242.5,18105.17,4993.57,1183.2,95.1,99.88,100.83,109.59,153.19,0,0.01,0.75,2105.33,0,0,3
2015-05-12,241.8,18068.23,4976.19,1192.6,94.61,99.88,100.83,109.62,153.59,0,0,0.75,2099.12,0,0,3
2015-05-13,235.8,18060.49,4981.69,1218.4,93.64,99.88,100.83,109.69,152.56,0,0,0.75,2098.48,0,0,3
2015-05-14,236.7,18252.24,5050.8,1225.4,93.5,99.88,100.83,109.76,153,0,0,0.75,2121.1,0,0,3
2015-05-15,237.3,18272.56,5048.29,1225.5,93.18,99.88,100.83,109.77,155.59,0,0,0.75,2122.73,0,0,3
2015-05-18,232.8,18298.88,5078.44,1227.8,94.27,99.88,100.83,109.7,153.47,0,0,0.75,2129.2,0,0,3
2015-05-19,231.7,18312.39,5070.03,1206.9,95.36,99.88,100.83,109.63,153,0,0,0.75,2127.83,0,0,3
2015-05-20,234.2,18285.4,5071.74,1208.9,95.51,99.88,100.83,109.67,152.72,0,0,0.75,2125.85,0,0,3
2015-05-21,235.3,18285.74,5090.79,1204.4,95.33,99.88,100.83,109.69,154.41,0,0,0.75,2130.82,0,0,3
2015-05-22,241,18232.02,5089.36,1204.3,96.11,99.88,100.83,109.6,153.78,0,0,0.75,2126.06,0,0,3
2015-05-24,240.9,18232.02,5089.36,1204.4,96.11,99.88,100.83,109.28,152.44,0,0,0.75,2126.06,0,0,3
2015-05-25,237.1,18232.02,5089.36,1207.4,96.11,99.88,100.83,109.3,152.82,0,0.01,0.75,2126.06,0,0,3
2015-05-26,237.4,18041.54,5032.75,1187.2,97.41,99.88,100.83,109.63,156.22,0,0.01,0.75,2104.2,0,0,3
2015-05-27,236.9,18162.99,5106.59,1185.9,97.47,99.88,100.83,109.63,156.56,0,0.01,0.75,2123.48,0,0,3
2015-05-28,236.9,18126.12,5097.98,1188.1,97.06,99.88,100.83,109.69,156.34,0,0.01,0.75,2120.79,0,0,3
2015-05-29,236.5,18010.68,5070.02,1189.4,96.99,99.88,100.83,109.73,157.19,0,0,0.75,2107.39,0,0,3
2015-06-01,222,18040.37,5082.93,1188.3,97.47,99.87,100.85,109.65,154.97,0,0.01,0.75,2111.73,0,0,3
2015-06-02,224.7,18011.94,5076.52,1194.1,95.88,99.87,100.85,109.62,153.31,0,0.01,0.75,2109.6,0,0,3
2015-06-03,225.1,18076.27,5099.23,1184.7,95.51,99.87,100.85,109.57,151.25,0,0.01,0.75,2114.07,0,0,3
2015-06-04,223.2,17905.58,5059.12,1174.9,95.49,99.87,100.85,109.6,152.91,0,0.01,0.75,2095.84,0,0,3
2015-06-05,224.5,17849.46,5068.46,1167.8,96.36,99.87,100.85,109.52,151.25,0,0.01,0.75,2092.83,0,0,3
2015-06-08,228.8,17766.55,5021.63,1173.2,95.32,99.87,100.85,109.6,151.56,0,0.01,0.75,2079.28,0,0,3
2015-06-09,229.1,17764.04,5013.86,1177.3,95.17,99.87,100.85,109.54,150.66,0,0.01,0.75,2080.15,0,0,3
2015-06-10,228.6,18000.4,5076.69,1186.1,94.65,99.87,100.85,109.51,149.47,0,0.01,0.75,2105.2,0,0,3
2015-06-11,229.8,18039.37,5082.51,1179.9,94.98,99.87,100.85,109.52,151.88,0,0.01,0.75,2108.86,0,0,3
2015-06-12,229.4,17898.84,5051.1,1178.8,94.99,99.87,100.85,109.52,152,0,0.01,0.75,2094.11,0,0,3
2015-06-15,237,17791.17,5029.97,1185.3,95.13,99.87,100.85,109.59,152.12,0,0.01,0.75,2084.43,0,0,3
2015-06-16,252.1,17904.48,5055.55,1180.5,95.26,99.87,100.85,109.61,152.94,0,0.01,0.75,2096.29,0,0,3
2015-06-17,248.9,17935.74,5064.88,1176.4,94.49,99.87,100.85,109.7,152.56,0,0.01,0.75,2100.44,0,0,3
2015-06-18,249.5,18115.84,5132.95,1201.5,94.24,99.87,100.85,109.7,151.25,0,0.01,0.75,2121.24,0,0,3
2015-06-19,244.6,18015.95,5117,1201.5,94.27,99.87,100.85,109.76,153.59,0,0.01,0.75,2109.99,0,0,3
2015-06-22,246.7,18119.78,5153.97,1183.7,94.52,99.87,100.85,109.37,149.72,0,0.01,0.75,2122.85,0,0,3
2015-06-23,244.3,18144.07,5160.1,1176.2,95.64,99.87,100.85,109.34,148.81,0,0.01,0.75,2124.2,0,0,3
2015-06-24,239.8,17966.07,5122.41,1172.6,95.42,99.87,100.85,109.7,149.84,0,0.01,0.75,2108.58,0,0,3
2015-06-25,242.1,17890.36,5112.19,1171.5,95.39,99.87,100.85,109.69,149.56,0,0.01,0.75,2102.31,0,0,3
2015-06-26,243.3,17946.68,5080.51,1172.9,95.65,99.87,100.85,109.63,147.56,0,0.01,0.75,2101.49,0,0,3
2015-06-29,256.7,17596.35,4958.47,1178.5,94.95,99.87,100.85,109.76,150.91,0,0.01,0.75,2057.64,0,0,3
2015-06-30,262.9,17619.51,4986.87,1171.5,95.66,99.87,100.85,109.76,150.84,0,0.01,0.75,2063.11,0,0,3
2015-07-01,258.1,17757.91,5013.12,1169,96.51,99.74,100.73,109.34,148.84,0,0.01,0.75,2077.42,0,0,3
2015-07-02,254.5,17730.11,5009.21,1163,96.29,99.74,100.73,109.46,149.19,0,0.01,0.75,2076.78,0,0,3
2015-07-03,256,17730.11,5009.21,1167.8,96.29,99.74,100.73,109.53,150.18,0,0.01,0.75,2076.78,0,0,3
2015-07-06,274.8,17683.58,4991.94,1172.9,96.48,99.74,100.73,109.57,152.06,0,0.01,0.75,2068.76,0,0,3
2015-07-07,265.5,17776.91,4997.46,1152.4,97.08,99.74,100.73,109.62,153.5,0,0.01,0.75,2081.34,0,0,3
2015-07-08,270.8,17515.42,4909.76,1163.3,96.47,99.74,100.73,109.7,154.12,0,0.01,0.75,2046.68,0,0,3
2015-07-09,269.2,17548.62,4922.4,1159,96.79,99.74,100.73,109.6,151.59,0,0.01,0.75,2051.31,0,0,3
2015-07-10,286.7,17760.41,4997.7,1157.7,96.17,99.74,100.73,109.45,149.09,0,0.01,0.75,2076.62,0,0,3
2015-07-13,292.6,17977.68,5071.51,1155.2,97,99.74,100.73,109.43,149.16,0,0.01,0.75,2099.6,0,0,3
2015-07-14,286.9,18053.58,5104.89,1153.3,96.78,99.74,100.73,109.5,149.53,0,0.01,0.75,2108.95,0,0,3
2015-07-15,285.4,18050.17,5098.94,1147.2,97.28,99.74,100.73,109.54,150.84,0,0.01,0.75,2107.4,0,0,3
2015-07-16,278.9,18120.25,5163.18,1143.8,97.81,99.74,100.73,109.45,151.34,0,0.01,0.75,2124.29,0,0,3
2015-07-17,279.9,18086.45,5210.14,1131.8,97.99,99.74,100.73,109.44,152.09,0,0.01,0.75,2126.64,0,0,3
2015-07-20,280.3,18100.41,5218.86,1106.7,98.16,99.74,100.73,109.37,151.75,0,0.01,0.75,2128.28,0,0,3
2015-07-21,275.8,17919.29,5208.12,1103.4,97.43,99.74,100.73,109.41,152.31,0,0.01,0.75,2119.21,0,0,3
2015-07-22,278,17851.04,5171.77,1091.4,97.72,99.74,100.73,109.37,153.19,0,0.01,0.75,2114.15,0,0,3
2015-07-23,276.5,17731.92,5146.41,1094,97.23,99.74,100.73,109.41,154.47,0,0.01,0.75,2102.15,0,0,3
2015-07-24,288.6,17568.53,5088.63,1085.6,97.35,99.74,100.73,109.44,154.59,0,0.01,0.75,2079.65,0,0,3
2015-07-27,294.8,17440.59,5039.78,1096.5,96.61,99.74,100.73,109.52,155.19,0,0.01,0.75,2067.64,0,0,3
2015-07-28,295.2,17630.27,5089.21,1096.3,96.86,99.74,100.73,109.5,154.88,0,0.01,0.75,2093.25,0,0,3
2015-07-29,289.9,17751.39,5111.73,1092.7,97.08,99.74,100.73,109.46,154.38,0,0.01,0.75,2108.57,0,0,3
